,id,previousHomeWin,previousAwayWin,previousDraw,previousManagerHomeWin,previousManagerAwayWin,previousManagerDraw,homeAvgRating,homePosition,homePoint,homeForm,awayAvgRating,awayPosition,awayPoint,awayForm,homeExpectedGoal,awayExpectedGoal,homeExpectedAssist,awayExpectedAssist,homeBallPosession,homeShotOnTarget,awayShotOnTarget,homeShotOffTarget,awayShotOffTarget,homeBlockedShot,awayBlockedShot,homeCorner,awayCorner,homeOffside,awayOffside,homeYellowCard,awayYellowCard,homeRedCard,awayRedCard,homeFreekick,awayFreekick,homeThrowIn,awayThrowIn,homeGoalkick,awayGoalkick,homeBigChance,awayBigChance,homeBigChanceMissed,awayBigChanceMissed,homeHitWoodwork,awayHitWoodwork,homeCounterAttack,awayCounterAttack,homeCounterAttackShot,awayCounterAttackShot,homeCounterAttackGoal,awayCounterAttackGoal,homeShotInsideBox,awayShotInsideBox,homeGoalSave,awayGoalSave,homePass,awayPass,homeAccuratePass,awayAccuratePass,homeLongPass,awayLongPass,homeAccurateLongPass,awayAccurateLongPass,homeCross,awayCross,homeAccurateCross,awayAccurateCross,homeDribble,awwayDribble,homeSuccessfulDribble,awaySuccessfulDribble,homePossesionLost,awayPossesionLost,homeDuelWon,awayDuelWon,homeAerialWon,awayAerialWon,homeTackle,awayTackle,homeInterception,awayInterception,homeClearance,awayClearance,homeTeamId,awayTeamId,homeScorePeriod1,homeScoreCurrent,awayScorePeriod1,awayScoreCurrent
1691,10385749,8,9,3,3,3,1,6.85,6,11.0,1.8,7.0,10,8.0,0.8,0.0,2.29,0.0,0.0,25.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,4.0,10.0,9.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,0.0,88.0,263.0,53.0,234.0,18.0,28.0,4.0,21.0,3.0,12.0,0.0,4.0,5.0,5.0,1.0,1.0,56.0,51.0,8.0,17.0,0.0,5.0,5.0,7.0,3.0,2.0,9.0,8.0,43,39,0,1,3,4
1707,10385659,9,3,4,0,2,2,7.0,8,9.0,1.6,6.94,4,13.0,2.0,0.78,0.85,0.0,0.0,54.0,3.0,4.0,4.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,10.0,8.0,0.0,6.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,265.0,227.0,217.0,175.0,28.0,36.0,11.0,15.0,10.0,6.0,0.0,1.0,6.0,7.0,5.0,3.0,80.0,74.0,22.0,19.0,6.0,4.0,6.0,9.0,5.0,5.0,9.0,13.0,44,30,1,3,2,3
1723,10385656,10,8,2,3,1,0,7.18,2,17.0,2.2,6.85,6,12.0,2.4,2.46,0.11,0.0,0.0,61.0,7.0,2.0,4.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,8.0,7.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,2.0,2.0,276.0,177.0,245.0,143.0,25.0,26.0,21.0,11.0,5.0,2.0,3.0,0.0,8.0,5.0,8.0,3.0,43.0,43.0,19.0,14.0,4.0,4.0,2.0,6.0,2.0,2.0,6.0,7.0,17,35,4,6,0,3
1804,10385661,7,7,1,2,1,0,6.75,18,4.0,0.8,6.87,17,6.0,1.0,0.4,0.28,0.0,0.0,37.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,4.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,180.0,298.0,149.0,264.0,25.0,20.0,17.0,11.0,4.0,12.0,2.0,1.0,1.0,11.0,1.0,6.0,43.0,58.0,20.0,16.0,7.0,3.0,9.0,3.0,4.0,3.0,10.0,4.0,37,3,1,2,0,0
1820,10385642,6,6,8,0,1,1,6.79,13,8.0,1.0,6.8,14,7.0,0.8,0.21,0.76,0.0,0.0,62.0,0.0,5.0,2.0,0.0,2.0,2.0,1.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,11.0,16.0,5.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,238.0,140.0,179.0,76.0,36.0,42.0,15.0,15.0,7.0,9.0,2.0,1.0,9.0,6.0,5.0,2.0,86.0,85.0,30.0,33.0,11.0,11.0,7.0,9.0,3.0,9.0,11.0,5.0,34,40,0,0,0,0
1836,10385631,6,7,7,1,2,0,6.65,20,1.0,0.0,6.68,19,4.0,0.2,0.92,0.5,0.0,0.0,59.0,5.0,0.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,8.0,3.0,7.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,259.0,177.0,218.0,126.0,24.0,34.0,11.0,14.0,11.0,6.0,3.0,0.0,7.0,6.0,4.0,6.0,62.0,70.0,20.0,21.0,7.0,5.0,1.0,7.0,7.0,9.0,8.0,9.0,31,14,3,4,0,0
1852,10385649,5,4,5,1,0,0,6.69,13,9.0,1.2,6.72,19,4.0,0.6,0.3,0.95,0.0,0.0,46.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,16.0,6.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,259.0,303.0,223.0,269.0,22.0,18.0,9.0,8.0,7.0,8.0,2.0,2.0,15.0,4.0,5.0,1.0,68.0,54.0,21.0,32.0,2.0,10.0,6.0,18.0,7.0,5.0,5.0,9.0,60,31,0,2,1,1
1868,10385689,6,1,1,4,0,1,7.02,7,11.0,1.2,6.85,10,10.0,1.2,0.47,0.12,0.0,0.0,62.0,4.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,5.0,11.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,243.0,149.0,195.0,108.0,26.0,28.0,9.0,14.0,14.0,7.0,2.0,1.0,3.0,7.0,3.0,5.0,75.0,64.0,17.0,22.0,4.0,7.0,5.0,5.0,4.0,8.0,4.0,8.0,39,50,2,5,0,1
1884,10385760,12,4,4,0,0,0,6.89,5,13.0,1.8,6.85,18,6.0,1.0,0.98,0.35,0.0,0.0,69.0,4.0,1.0,8.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,13.0,3.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,1.0,3.0,357.0,158.0,320.0,126.0,18.0,26.0,11.0,13.0,14.0,4.0,8.0,2.0,6.0,11.0,3.0,6.0,62.0,59.0,21.0,25.0,5.0,8.0,13.0,9.0,4.0,2.0,4.0,13.0,38,3,1,3,0,0
1900,10385687,13,3,4,3,1,0,6.8,15,7.0,1.4,6.77,9,11.0,1.2,1.95,0.4,0.0,0.0,52.0,4.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,6.0,9.0,9.0,3.0,4.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,7.0,2.0,1.0,3.0,236.0,227.0,193.0,181.0,29.0,29.0,18.0,11.0,14.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,70.0,66.0,11.0,18.0,3.0,5.0,4.0,6.0,6.0,2.0,4.0,8.0,37,43,1,3,1,1
1981,10385686,5,9,4,4,5,2,6.78,17,6.0,1.0,6.77,13,9.0,1.0,0.1,0.77,0.0,0.0,58.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,9.0,8.0,10.0,19.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,235.0,166.0,179.0,99.0,29.0,22.0,12.0,5.0,5.0,8.0,1.0,2.0,12.0,8.0,3.0,5.0,89.0,96.0,28.0,32.0,8.0,5.0,8.0,14.0,10.0,5.0,9.0,3.0,7,34,1,2,1,1
2062,10385695,14,3,3,9,1,2,7.19,2,20.0,2.6,6.8,16,7.0,0.6,1.59,0.05,0.0,0.0,63.0,5.0,0.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,7.0,6.0,1.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,340.0,197.0,299.0,155.0,29.0,35.0,20.0,15.0,12.0,4.0,2.0,0.0,9.0,8.0,5.0,1.0,67.0,62.0,19.0,20.0,4.0,8.0,7.0,9.0,5.0,6.0,2.0,12.0,17,45,2,4,0,0
2078,10385653,3,10,1,0,4,1,6.94,6,14.0,2.0,6.97,3,17.0,2.0,0.41,0.62,0.0,0.0,57.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,3.0,7.0,5.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,329.0,255.0,290.0,212.0,21.0,28.0,9.0,12.0,10.0,5.0,1.0,1.0,4.0,6.0,3.0,3.0,59.0,66.0,18.0,16.0,5.0,4.0,6.0,6.0,6.0,5.0,7.0,9.0,30,33,0,0,1,1
2094,10385762,2,11,7,1,3,1,6.95,11,10.0,1.8,6.78,7,12.0,2.4,0.07,1.13,0.0,0.0,31.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,14.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,167.0,382.0,123.0,329.0,27.0,26.0,7.0,13.0,6.0,3.0,0.0,1.0,10.0,7.0,3.0,3.0,66.0,71.0,19.0,18.0,5.0,6.0,7.0,7.0,12.0,4.0,5.0,3.0,48,35,1,1,2,2
2110,10385644,4,11,5,4,5,2,7.0,2,21.0,2.4,6.95,10,10.0,1.6,1.39,0.67,0.0,0.0,38.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,4.0,5.0,5.0,14.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,1.0,171.0,273.0,131.0,228.0,20.0,32.0,8.0,17.0,2.0,6.0,0.0,1.0,9.0,7.0,4.0,4.0,64.0,67.0,22.0,20.0,7.0,5.0,7.0,6.0,4.0,3.0,13.0,6.0,42,44,2,3,1,2
2126,10385761,3,7,8,0,0,1,6.66,20,4.0,0.0,6.83,16,8.0,1.0,0.15,0.21,0.0,0.0,44.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,9.0,7.0,17.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,188.0,244.0,142.0,205.0,23.0,28.0,12.0,16.0,7.0,8.0,2.0,0.0,9.0,4.0,4.0,2.0,76.0,66.0,33.0,23.0,15.0,4.0,5.0,10.0,3.0,6.0,13.0,5.0,14,40,1,1,1,1
2142,10385682,6,9,4,1,1,1,6.79,11,10.0,1.0,6.94,7,14.0,1.4,0.44,1.0,0.0,0.0,36.0,1.0,3.0,3.0,2.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,5.0,10.0,8.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,162.0,280.0,113.0,224.0,31.0,34.0,12.0,17.0,6.0,14.0,2.0,6.0,12.0,2.0,7.0,0.0,82.0,77.0,27.0,29.0,8.0,11.0,3.0,14.0,9.0,6.0,6.0,6.0,50,30,1,2,0,0
2158,10385704,7,8,5,1,0,2,6.73,20,4.0,0.6,6.8,15,9.0,1.0,0.26,0.22,0.0,0.0,54.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,9.0,19.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,322.0,278.0,276.0,230.0,21.0,31.0,7.0,16.0,7.0,3.0,0.0,1.0,6.0,6.0,1.0,5.0,72.0,62.0,15.0,25.0,3.0,5.0,5.0,6.0,5.0,2.0,5.0,12.0,31,7,0,0,0,0
2174,10385700,3,14,3,0,2,0,6.76,15,9.0,0.4,7.0,1,24.0,2.4,0.52,0.43,0.0,0.0,36.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,11.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,179.0,341.0,128.0,303.0,22.0,32.0,8.0,19.0,5.0,3.0,1.0,1.0,5.0,20.0,3.0,11.0,66.0,69.0,30.0,27.0,6.0,7.0,17.0,5.0,6.0,3.0,1.0,4.0,34,42,0,0,1,1
2255,10385680,5,14,1,2,1,0,6.83,16,9.0,1.2,6.94,4,16.0,2.4,1.31,0.53,0.0,0.0,42.0,6.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,13.0,13.0,1.0,5.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,6.0,183.0,272.0,151.0,224.0,25.0,32.0,12.0,13.0,14.0,0.0,5.0,0.0,5.0,10.0,3.0,6.0,64.0,70.0,28.0,23.0,7.0,2.0,13.0,8.0,7.0,3.0,3.0,8.0,40,38,0,0,1,2
2336,10385696,1,4,3,1,1,1,6.74,10,11.0,1.2,6.7,9,12.0,1.8,1.02,0.77,0.0,0.0,64.0,2.0,4.0,5.0,1.0,5.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,8.0,13.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,1.0,268.0,154.0,226.0,114.0,30.0,18.0,13.0,10.0,17.0,4.0,5.0,3.0,8.0,4.0,4.0,1.0,71.0,63.0,28.0,24.0,9.0,11.0,10.0,8.0,1.0,1.0,5.0,16.0,43,60,1,2,2,2
2352,10385753,10,2,8,2,0,0,6.97,3,20.0,2.0,6.91,12,10.0,1.6,0.59,0.43,0.0,0.0,60.0,1.0,0.0,5.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,9.0,11.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,1.0,279.0,193.0,239.0,156.0,27.0,31.0,16.0,13.0,14.0,2.0,6.0,1.0,1.0,4.0,1.0,1.0,67.0,51.0,18.0,22.0,7.0,4.0,5.0,8.0,2.0,3.0,1.0,17.0,33,48,0,2,0,0
2368,10385693,11,5,4,1,3,1,6.8,5,15.0,2.4,7.02,6,14.0,1.6,0.24,0.78,0.0,0.0,62.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,11.0,8.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,1.0,220.0,136.0,166.0,93.0,29.0,30.0,9.0,10.0,9.0,5.0,2.0,3.0,3.0,3.0,0.0,0.0,78.0,61.0,15.0,21.0,4.0,9.0,6.0,8.0,6.0,8.0,6.0,10.0,35,39,0,0,0,0
2449,10385705,8,5,3,0,0,0,6.8,18,6.0,0.8,6.67,20,5.0,0.2,0.44,0.21,0.0,0.0,63.0,0.0,1.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,11.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,280.0,169.0,243.0,123.0,21.0,31.0,13.0,11.0,16.0,5.0,5.0,2.0,3.0,7.0,1.0,2.0,63.0,65.0,18.0,24.0,3.0,8.0,9.0,8.0,2.0,3.0,6.0,13.0,3,14,0,1,0,0
2465,10385692,6,10,4,2,2,3,6.75,18,7.0,0.6,6.82,13,10.0,1.4,0.41,0.49,0.0,0.0,42.0,7.0,0.0,0.0,7.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,12.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,6.0,182.0,250.0,136.0,199.0,34.0,25.0,16.0,13.0,9.0,12.0,1.0,1.0,9.0,2.0,5.0,1.0,79.0,79.0,27.0,27.0,12.0,10.0,8.0,12.0,6.0,3.0,16.0,11.0,45,37,1,1,0,1
2546,10385752,8,7,5,12,11,6,6.9,12,10.0,1.6,7.21,2,23.0,2.6,0.23,0.34,0.0,0.0,46.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,295.0,348.0,245.0,304.0,32.0,23.0,17.0,11.0,9.0,8.0,1.0,3.0,5.0,5.0,1.0,2.0,85.0,70.0,20.0,25.0,5.0,6.0,12.0,16.0,5.0,5.0,9.0,12.0,44,17,0,1,0,0
2562,10385713,6,4,5,1,1,1,6.93,7,14.0,0.8,6.67,20,5.0,0.2,1.14,0.0,0.0,0.0,68.0,4.0,0.0,5.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,14.0,12.0,2.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,314.0,148.0,274.0,107.0,29.0,15.0,16.0,2.0,15.0,1.0,4.0,0.0,5.0,5.0,2.0,2.0,70.0,63.0,21.0,14.0,7.0,4.0,8.0,6.0,6.0,2.0,3.0,12.0,30,14,0,0,0,0
2578,10385707,9,7,2,0,0,0,6.81,13,10.0,1.2,6.81,17,9.0,1.2,0.32,0.36,0.0,0.0,57.0,1.0,2.0,4.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,12.0,6.0,11.0,6.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,239.0,189.0,200.0,148.0,25.0,35.0,13.0,15.0,11.0,4.0,2.0,1.0,8.0,6.0,5.0,3.0,71.0,65.0,34.0,29.0,7.0,9.0,10.0,11.0,6.0,5.0,4.0,12.0,7,3,0,2,1,1
2594,10385755,4,10,4,0,1,0,6.71,11,13.0,1.8,6.76,18,8.0,0.2,0.24,0.46,0.0,0.0,47.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,3.0,14.0,13.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,238.0,266.0,196.0,229.0,27.0,31.0,15.0,18.0,6.0,6.0,2.0,1.0,6.0,5.0,3.0,2.0,67.0,63.0,27.0,19.0,9.0,2.0,5.0,12.0,4.0,7.0,5.0,9.0,60,45,0,0,1,1
2610,10385718,3,4,2,0,5,1,6.82,9,13.0,1.4,6.94,4,19.0,2.4,0.42,0.2,0.0,0.0,36.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,13.0,9.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,172.0,318.0,119.0,271.0,35.0,32.0,14.0,12.0,9.0,6.0,2.0,2.0,8.0,11.0,3.0,5.0,81.0,71.0,21.0,26.0,6.0,7.0,9.0,11.0,3.0,5.0,7.0,11.0,50,38,0,0,0,0
2626,10385715,7,11,2,3,1,2,7.0,6,15.0,1.8,6.88,14,10.0,1.4,0.58,0.17,0.0,0.0,58.0,3.0,0.0,5.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,7.0,10.0,14.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,224.0,165.0,176.0,124.0,16.0,29.0,7.0,9.0,9.0,2.0,5.0,1.0,8.0,9.0,2.0,5.0,74.0,69.0,20.0,25.0,4.0,1.0,11.0,12.0,4.0,3.0,2.0,8.0,39,48,1,1,0,0
2642,10385729,13,4,3,10,1,1,6.91,8,13.0,1.6,6.85,13,11.0,1.4,0.67,1.09,0.0,0.0,62.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,9.0,8.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,3.0,340.0,208.0,299.0,160.0,22.0,41.0,17.0,22.0,7.0,5.0,1.0,1.0,4.0,3.0,2.0,2.0,63.0,63.0,17.0,19.0,7.0,3.0,3.0,8.0,4.0,5.0,5.0,9.0,44,37,1,1,0,0
2658,10385725,12,6,2,1,0,0,6.83,5,16.0,2.0,6.98,3,23.0,2.4,1.07,0.17,0.0,0.0,52.0,5.0,1.0,7.0,3.0,7.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,4.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,5.0,294.0,274.0,256.0,234.0,33.0,28.0,23.0,19.0,10.0,7.0,3.0,1.0,6.0,4.0,5.0,4.0,56.0,61.0,15.0,15.0,3.0,5.0,5.0,4.0,1.0,8.0,5.0,6.0,35,33,0,2,0,0
2674,10385708,9,8,3,1,0,0,6.76,12,12.0,0.8,6.82,17,9.0,1.2,1.01,0.75,0.0,0.0,55.0,7.0,5.0,3.0,2.0,3.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,10.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,8.0,5.0,5.0,5.0,211.0,169.0,165.0,128.0,32.0,26.0,17.0,13.0,8.0,9.0,4.0,4.0,6.0,7.0,1.0,3.0,72.0,72.0,25.0,24.0,13.0,9.0,8.0,8.0,2.0,4.0,8.0,6.0,43,40,1,3,0,0
2690,10385706,9,5,6,2,0,0,6.76,20,5.0,0.8,6.76,16,9.0,0.4,0.48,0.27,0.0,0.0,52.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,5.0,8.0,12.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,284.0,259.0,237.0,201.0,30.0,23.0,14.0,10.0,5.0,7.0,1.0,1.0,8.0,8.0,2.0,2.0,73.0,81.0,19.0,23.0,2.0,4.0,10.0,12.0,3.0,8.0,6.0,6.0,31,34,2,2,0,0
2706,10385728,2,7,3,1,3,0,6.69,20,6.0,0.4,6.93,7,16.0,1.6,0.27,0.68,0.0,0.0,26.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,14.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,142.0,400.0,100.0,348.0,28.0,31.0,9.0,22.0,3.0,10.0,0.0,2.0,7.0,3.0,5.0,3.0,62.0,79.0,23.0,23.0,4.0,7.0,11.0,5.0,4.0,1.0,15.0,2.0,14,44,0,1,0,0
2722,10385732,1,4,6,1,0,0,6.8,17,9.0,1.0,6.83,10,14.0,1.0,2.26,0.41,0.0,0.0,51.0,8.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,11.0,15.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,5.0,1.0,5.0,173.0,166.0,136.0,116.0,20.0,24.0,9.0,9.0,8.0,10.0,1.0,2.0,7.0,5.0,4.0,3.0,61.0,74.0,23.0,22.0,8.0,8.0,7.0,7.0,6.0,3.0,9.0,6.0,40,50,3,4,0,0
2803,10385730,12,2,1,2,0,1,7.19,2,23.0,2.0,6.94,8,15.0,1.0,1.24,0.25,0.0,0.0,56.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,3.0,6.0,11.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,244.0,198.0,207.0,155.0,21.0,28.0,10.0,12.0,8.0,4.0,1.0,1.0,7.0,4.0,4.0,2.0,60.0,59.0,18.0,22.0,1.0,6.0,6.0,11.0,5.0,5.0,4.0,7.0,17,30,2,3,0,1
2819,10385751,5,8,7,1,0,1,6.95,4,20.0,2.6,6.88,5,19.0,2.0,0.13,0.66,0.0,0.0,48.0,1.0,4.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,13.0,11.0,5.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,220.0,246.0,178.0,200.0,24.0,26.0,6.0,14.0,7.0,2.0,2.0,1.0,6.0,5.0,2.0,4.0,68.0,63.0,17.0,18.0,7.0,5.0,3.0,6.0,5.0,8.0,6.0,7.0,38,35,0,1,0,1
