,id,previousHomeWin,previousAwayWin,previousDraw,previousManagerHomeWin,previousManagerAwayWin,previousManagerDraw,homeAvgRating,homePosition,homePoint,homeForm,awayAvgRating,awayPosition,awayPoint,awayForm,homeExpectedGoal,awayExpectedGoal,homeExpectedAssist,awayExpectedAssist,homeBallPosession,homeShotOnTarget,awayShotOnTarget,homeShotOffTarget,awayShotOffTarget,homeBlockedShot,awayBlockedShot,homeCorner,awayCorner,homeOffside,awayOffside,homeYellowCard,awayYellowCard,homeRedCard,awayRedCard,homeFreekick,awayFreekick,homeThrowIn,awayThrowIn,homeGoalkick,awayGoalkick,homeBigChance,awayBigChance,homeBigChanceMissed,awayBigChanceMissed,homeHitWoodwork,awayHitWoodwork,homeCounterAttack,awayCounterAttack,homeCounterAttackShot,awayCounterAttackShot,homeCounterAttackGoal,awayCounterAttackGoal,homeShotInsideBox,awayShotInsideBox,homeGoalSave,awayGoalSave,homePass,awayPass,homeAccuratePass,awayAccuratePass,homeLongPass,awayLongPass,homeAccurateLongPass,awayAccurateLongPass,homeCross,awayCross,homeAccurateCross,awayAccurateCross,homeDribble,awwayDribble,homeSuccessfulDribble,awaySuccessfulDribble,homePossesionLost,awayPossesionLost,homeDuelWon,awayDuelWon,homeAerialWon,awayAerialWon,homeTackle,awayTackle,homeInterception,awayInterception,homeClearance,awayClearance,homeTeamId,awayTeamId,homeScorePeriod1,homeScoreCurrent,awayScorePeriod1,awayScoreCurrent
4603,10913242,9,8,3,3,4,0,7.1,2,39.0,1.4,6.94,5,33.0,1.4,0.44,0.43,0.0,0.0,61.0,2.0,3.0,2.0,2.0,3.0,1.0,7.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,10.0,5.0,8.0,8.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,279.0,184.0,247.0,152.0,21.0,24.0,14.0,12.0,15.0,6.0,1.0,1.0,3.0,4.0,1.0,1.0,55.0,50.0,24.0,18.0,7.0,7.0,6.0,5.0,3.0,3.0,9.0,17.0,17,33,0,4,2,2
4619,10385443,8,4,8,3,1,3,6.92,9,28.0,1.8,6.88,10,28.0,1.4,0.33,1.05,0.0,0.0,49.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,10.0,11.0,7.0,5.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,259.0,271.0,209.0,225.0,33.0,24.0,16.0,10.0,8.0,7.0,1.0,3.0,10.0,4.0,6.0,1.0,74.0,71.0,20.0,24.0,2.0,6.0,8.0,7.0,10.0,9.0,4.0,7.0,44,38,0,0,0,0
4700,10385431,5,3,3,1,0,1,6.69,17,16.0,0.6,6.74,13,20.0,2.0,0.98,0.64,0.0,0.0,46.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,7.0,9.0,7.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,211.0,242.0,151.0,181.0,33.0,28.0,16.0,16.0,4.0,13.0,2.0,3.0,9.0,5.0,0.0,3.0,82.0,84.0,19.0,27.0,10.0,8.0,6.0,12.0,5.0,8.0,14.0,8.0,60,14,1,1,0,1
4716,10385444,8,9,3,3,2,0,6.83,18,15.0,0.2,6.83,19,15.0,0.2,1.41,0.24,0.0,0.0,40.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,217.0,330.0,193.0,289.0,14.0,26.0,10.0,13.0,14.0,12.0,3.0,0.0,11.0,6.0,4.0,2.0,58.0,67.0,23.0,18.0,8.0,6.0,10.0,9.0,5.0,3.0,18.0,10.0,37,48,2,2,0,0
4732,10385434,10,5,5,0,0,1,6.81,14,17.0,0.6,6.91,7,30.0,1.8,0.5,1.43,0.0,0.0,42.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,5.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,228.0,316.0,195.0,285.0,15.0,15.0,9.0,10.0,7.0,8.0,2.0,1.0,3.0,6.0,2.0,4.0,49.0,51.0,17.0,18.0,6.0,3.0,7.0,5.0,4.0,9.0,6.0,4.0,31,30,1,2,1,2
4748,10385430,4,9,7,0,2,2,6.78,12,23.0,0.8,6.98,4,38.0,2.2,0.18,0.52,0.0,0.0,40.0,0.0,3.0,1.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,12.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,164.0,254.0,110.0,200.0,38.0,29.0,15.0,14.0,5.0,7.0,1.0,4.0,4.0,9.0,1.0,3.0,78.0,93.0,28.0,33.0,7.0,13.0,17.0,9.0,14.0,7.0,16.0,6.0,7,39,0,0,0,0
4764,10385449,9,7,4,0,1,0,6.73,20,15.0,0.6,6.81,11,25.0,2.0,0.04,0.87,0.0,0.0,28.0,1.0,3.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,4.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,1.0,129.0,334.0,86.0,281.0,28.0,20.0,12.0,10.0,4.0,8.0,1.0,2.0,3.0,9.0,0.0,2.0,63.0,79.0,33.0,24.0,11.0,9.0,15.0,5.0,7.0,4.0,12.0,1.0,45,40,0,0,0,1
4780,10652685,8,7,5,2,1,0,7.02,1,47.0,2.6,6.92,4,39.0,2.6,1.22,0.11,0.0,0.0,50.0,2.0,2.0,4.0,0.0,5.0,0.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,6.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,239.0,244.0,188.0,201.0,17.0,23.0,6.0,10.0,10.0,5.0,2.0,0.0,5.0,12.0,3.0,5.0,77.0,76.0,26.0,23.0,4.0,6.0,15.0,8.0,5.0,6.0,6.0,9.0,42,35,1,3,1,2
4796,10385432,4,6,8,1,1,1,6.75,16,17.0,0.4,6.83,9,29.0,2.6,0.24,0.21,0.0,0.0,56.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,14.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,259.0,199.0,196.0,140.0,23.0,32.0,6.0,14.0,6.0,7.0,0.0,1.0,6.0,7.0,4.0,3.0,88.0,86.0,29.0,26.0,7.0,11.0,9.0,7.0,5.0,4.0,4.0,10.0,34,50,0,0,0,0
4812,10385445,14,5,1,3,1,0,7.09,2,42.0,2.0,6.78,17,17.0,1.4,0.94,0.0,0.0,0.0,62.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0,10.0,7.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,314.0,201.0,288.0,169.0,22.0,28.0,19.0,16.0,18.0,1.0,3.0,0.0,4.0,3.0,1.0,2.0,55.0,40.0,13.0,19.0,6.0,4.0,2.0,8.0,1.0,6.0,2.0,15.0,17,3,1,3,0,0
4828,10385437,3,15,2,0,4,0,6.86,7,31.0,2.4,6.91,5,33.0,0.8,0.61,0.39,0.0,0.0,47.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,10.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,223.0,264.0,177.0,214.0,36.0,24.0,17.0,10.0,16.0,5.0,5.0,0.0,3.0,11.0,2.0,4.0,74.0,77.0,25.0,29.0,6.0,13.0,12.0,5.0,6.0,4.0,8.0,14.0,43,33,0,0,1,1
4844,10385450,6,13,1,2,3,3,6.82,19,15.0,0.2,7.02,1,50.0,2.6,1.32,0.39,0.0,0.0,26.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,10.0,6.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,2.0,116.0,359.0,84.0,322.0,30.0,28.0,13.0,20.0,12.0,5.0,6.0,2.0,8.0,12.0,4.0,8.0,50.0,61.0,26.0,23.0,10.0,5.0,9.0,4.0,6.0,0.0,6.0,9.0,48,42,0,1,0,0
4925,10385441,13,1,6,1,2,1,6.89,10,29.0,1.0,6.85,7,31.0,1.8,0.81,0.18,0.0,0.0,62.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,7.0,15.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,326.0,187.0,286.0,150.0,29.0,20.0,21.0,12.0,4.0,12.0,0.0,3.0,2.0,15.0,0.0,8.0,64.0,78.0,27.0,24.0,7.0,4.0,15.0,7.0,6.0,7.0,9.0,4.0,38,43,0,0,0,0
4941,10385448,9,7,4,2,3,0,6.82,11,28.0,2.0,6.81,14,18.0,0.2,0.64,1.72,0.0,0.0,54.0,2.0,3.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,12.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,246.0,209.0,204.0,159.0,19.0,16.0,6.0,6.0,9.0,6.0,2.0,1.0,10.0,10.0,5.0,8.0,71.0,70.0,19.0,27.0,6.0,4.0,4.0,10.0,3.0,3.0,6.0,6.0,40,31,2,2,3,4
4957,10385440,5,8,4,3,0,0,6.9,7,31.0,2.0,6.7,19,17.0,0.2,1.89,0.23,0.0,0.0,69.0,2.0,1.0,4.0,2.0,6.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,7.0,12.0,5.0,3.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,2.0,347.0,153.0,308.0,122.0,18.0,27.0,8.0,17.0,15.0,5.0,2.0,2.0,5.0,13.0,2.0,6.0,69.0,58.0,18.0,25.0,3.0,6.0,10.0,7.0,0.0,5.0,3.0,12.0,30,60,0,1,0,0
4973,10385446,5,2,3,4,0,1,6.84,8,30.0,2.2,6.73,20,15.0,0.6,1.51,0.12,0.0,0.0,54.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,11.0,6.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,210.0,186.0,157.0,135.0,42.0,28.0,21.0,13.0,13.0,7.0,3.0,0.0,2.0,2.0,2.0,1.0,75.0,72.0,18.0,23.0,7.0,11.0,5.0,5.0,4.0,8.0,7.0,20.0,50,45,2,3,0,0
4989,10385454,4,14,2,1,2,1,6.77,18,17.0,1.4,6.91,10,29.0,1.4,0.76,0.35,0.0,0.0,48.0,5.0,1.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,5.0,13.0,4.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,3.0,255.0,266.0,198.0,222.0,44.0,19.0,20.0,7.0,4.0,11.0,2.0,2.0,6.0,4.0,5.0,3.0,70.0,73.0,24.0,22.0,8.0,10.0,7.0,5.0,3.0,6.0,11.0,4.0,3,44,2,3,0,0
5005,10688772,12,4,4,1,0,1,6.91,4,39.0,2.0,6.79,12,24.0,1.0,1.47,0.57,0.0,0.0,60.0,4.0,1.0,4.0,1.0,4.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,6.0,13.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,3.0,281.0,190.0,245.0,141.0,17.0,21.0,9.0,8.0,12.0,8.0,3.0,2.0,7.0,4.0,2.0,1.0,60.0,73.0,20.0,13.0,5.0,2.0,9.0,6.0,5.0,6.0,3.0,9.0,35,7,1,2,0,1
5021,10385458,10,5,5,2,2,5,6.99,4,39.0,1.8,6.84,17,18.0,0.8,0.59,0.84,0.0,0.0,59.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,10.0,9.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,287.0,195.0,228.0,145.0,32.0,31.0,15.0,12.0,5.0,9.0,0.0,1.0,4.0,8.0,3.0,5.0,82.0,76.0,23.0,26.0,7.0,6.0,10.0,11.0,6.0,8.0,12.0,7.0,39,37,1,1,1,1
5037,10385459,8,6,6,1,0,0,6.76,14,21.0,1.6,6.76,17,18.0,0.6,0.14,0.67,0.0,0.0,35.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,7.0,10.0,21.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,158.0,294.0,88.0,210.0,41.0,37.0,15.0,13.0,3.0,6.0,0.0,2.0,8.0,13.0,5.0,6.0,103.0,115.0,42.0,31.0,19.0,10.0,14.0,8.0,8.0,2.0,13.0,4.0,14,34,1,1,0,0
5053,10385442,8,9,3,0,0,0,6.91,5,36.0,1.2,7.09,2,45.0,2.0,0.69,0.59,0.0,0.0,33.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,7.0,5.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,160.0,340.0,124.0,306.0,21.0,17.0,5.0,7.0,5.0,7.0,1.0,1.0,10.0,6.0,3.0,3.0,58.0,55.0,20.0,26.0,2.0,4.0,8.0,12.0,5.0,3.0,7.0,5.0,33,17,1,1,0,0
5069,11007089,13,2,5,1,0,1,6.91,3,42.0,2.0,6.75,17,18.0,0.6,0.94,0.41,0.0,0.0,69.0,3.0,2.0,4.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,17.0,4.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,2.0,336.0,150.0,278.0,92.0,24.0,24.0,12.0,8.0,11.0,2.0,3.0,1.0,17.0,6.0,10.0,3.0,91.0,73.0,23.0,32.0,3.0,7.0,6.0,18.0,5.0,6.0,4.0,15.0,35,34,0,2,1,2
5085,10385467,7,9,4,0,2,5,6.84,17,19.0,1.0,6.89,9,30.0,1.0,1.11,0.99,0.0,0.0,29.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,5.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,1.0,134.0,351.0,107.0,322.0,14.0,14.0,7.0,6.0,7.0,5.0,2.0,2.0,7.0,13.0,3.0,8.0,48.0,54.0,19.0,31.0,4.0,6.0,10.0,12.0,4.0,3.0,4.0,6.0,37,38,1,1,1,1
5166,10385460,3,5,4,0,1,3,6.7,19,17.0,0.2,6.98,4,40.0,1.4,1.1,0.58,0.0,0.0,33.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,11.0,8.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,165.0,338.0,118.0,277.0,25.0,30.0,7.0,19.0,7.0,10.0,4.0,1.0,7.0,11.0,5.0,6.0,72.0,95.0,29.0,20.0,8.0,5.0,14.0,5.0,11.0,5.0,13.0,2.0,60,39,1,1,1,1
5182,10385451,5,1,1,4,1,1,7.01,1,50.0,2.0,6.85,7,33.0,2.6,0.48,0.92,0.0,0.0,70.0,2.0,1.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,7.0,5.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,2.0,322.0,138.0,282.0,97.0,20.0,36.0,10.0,17.0,18.0,6.0,4.0,3.0,7.0,4.0,6.0,4.0,65.0,54.0,22.0,29.0,10.0,16.0,3.0,5.0,1.0,4.0,9.0,16.0,42,50,0,1,0,1
5198,10385468,6,5,8,0,1,1,6.78,12,24.0,0.4,6.9,6,34.0,2.0,0.17,1.51,0.0,0.0,27.0,0.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,3.0,5.0,5.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,3.0,0.0,130.0,371.0,98.0,338.0,31.0,19.0,13.0,17.0,9.0,10.0,1.0,4.0,7.0,5.0,4.0,3.0,59.0,55.0,25.0,26.0,5.0,10.0,8.0,10.0,10.0,5.0,11.0,10.0,7,30,0,1,0,1
5214,10385461,9,5,1,4,1,0,6.86,8,32.0,1.4,6.77,13,24.0,2.2,0.83,0.2,0.0,0.0,51.0,2.0,0.0,5.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,5.0,12.0,8.0,5.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,214.0,213.0,175.0,170.0,22.0,32.0,13.0,14.0,15.0,3.0,4.0,2.0,14.0,4.0,11.0,2.0,62.0,54.0,27.0,20.0,5.0,9.0,3.0,4.0,8.0,5.0,1.0,15.0,43,14,1,2,0,0
5230,10385457,4,10,2,0,1,0,6.73,20,15.0,0.6,6.79,16,20.0,1.4,0.75,0.08,0.0,0.0,38.0,1.0,0.0,7.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,8.0,6.0,12.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,159.0,273.0,111.0,227.0,30.0,40.0,16.0,18.0,14.0,5.0,3.0,0.0,14.0,7.0,10.0,6.0,83.0,72.0,41.0,34.0,19.0,10.0,4.0,12.0,4.0,4.0,5.0,18.0,45,3,1,1,0,2
5246,10385466,6,11,3,1,3,0,6.82,14,21.0,0.8,6.91,5,39.0,1.8,0.8,1.19,0.0,0.0,53.0,5.0,2.0,2.0,5.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,6.0,11.0,8.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,6.0,6.0,1.0,1.0,262.0,226.0,212.0,184.0,27.0,18.0,12.0,6.0,4.0,9.0,1.0,3.0,7.0,10.0,7.0,3.0,72.0,76.0,31.0,23.0,6.0,10.0,14.0,4.0,8.0,4.0,5.0,5.0,31,33,3,4,1,1
5262,10385452,15,2,3,9,1,4,7.08,3,45.0,1.8,6.8,11,28.0,2.0,2.44,0.12,0.0,0.0,69.0,5.0,0.0,2.0,1.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,3.0,6.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,291.0,129.0,268.0,103.0,25.0,25.0,16.0,12.0,8.0,5.0,4.0,1.0,6.0,5.0,2.0,2.0,33.0,37.0,20.0,10.0,6.0,1.0,4.0,4.0,0.0,5.0,2.0,8.0,17,40,3,3,0,1
5278,10385464,2,13,5,0,1,1,6.75,17,19.0,0.6,6.9,3,43.0,1.6,0.43,0.46,0.0,0.0,32.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,10.0,6.0,8.0,13.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,117.0,272.0,84.0,226.0,19.0,29.0,8.0,10.0,6.0,5.0,1.0,0.0,9.0,15.0,4.0,5.0,67.0,75.0,34.0,32.0,6.0,3.0,14.0,18.0,4.0,3.0,7.0,6.0,34,35,0,0,0,2
5294,10385456,11,1,8,10,2,2,6.9,10,29.0,0.8,6.83,18,18.0,0.8,1.18,0.18,0.0,0.0,68.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,13.0,7.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,331.0,150.0,288.0,105.0,26.0,32.0,13.0,13.0,10.0,6.0,1.0,1.0,8.0,5.0,4.0,2.0,72.0,65.0,33.0,20.0,7.0,7.0,9.0,7.0,2.0,4.0,4.0,14.0,44,48,1,2,0,0
5310,10913239,4,15,1,3,8,0,7.01,1,51.0,1.6,7.08,2,48.0,1.8,1.36,1.04,0.0,0.0,59.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,8.0,5.0,8.0,9.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,253.0,176.0,217.0,130.0,26.0,24.0,11.0,7.0,11.0,5.0,2.0,0.0,5.0,9.0,3.0,5.0,58.0,67.0,22.0,23.0,6.0,9.0,5.0,4.0,7.0,2.0,7.0,6.0,42,17,1,1,1,3
5326,10385462,4,15,1,1,1,1,6.79,11,28.0,1.4,6.98,2,51.0,1.4,0.33,0.1,0.0,0.0,33.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,9.0,24.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,150.0,294.0,116.0,249.0,19.0,21.0,5.0,14.0,1.0,16.0,0.0,3.0,2.0,16.0,1.0,5.0,58.0,84.0,21.0,25.0,4.0,6.0,14.0,9.0,6.0,0.0,15.0,0.0,40,42,2,2,1,4
5407,10385479,4,3,2,0,1,0,6.78,15,23.0,2.0,6.71,19,18.0,0.4,0.83,0.12,0.0,0.0,68.0,2.0,0.0,2.0,0.0,4.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,308.0,147.0,273.0,108.0,35.0,20.0,20.0,11.0,18.0,3.0,4.0,0.0,10.0,5.0,10.0,4.0,64.0,60.0,26.0,20.0,5.0,9.0,6.0,3.0,1.0,1.0,6.0,23.0,3,60,0,0,0,1
5423,10385474,1,0,5,0,0,4,6.86,8,34.0,2.2,6.78,12,25.0,0.6,0.2,0.15,0.0,0.0,52.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,5.0,6.0,16.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,239.0,209.0,199.0,178.0,26.0,24.0,11.0,11.0,6.0,11.0,1.0,2.0,7.0,3.0,4.0,2.0,62.0,59.0,23.0,20.0,10.0,4.0,4.0,8.0,5.0,8.0,7.0,15.0,50,7,0,1,0,1
5439,10385463,6,6,8,1,0,0,6.82,18,18.0,0.6,6.75,17,19.0,0.4,0.86,0.27,0.0,0.0,54.0,3.0,0.0,3.0,3.0,1.0,2.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,16.0,11.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,207.0,182.0,153.0,125.0,34.0,33.0,12.0,9.0,19.0,8.0,4.0,3.0,9.0,13.0,3.0,5.0,88.0,89.0,31.0,33.0,11.0,13.0,16.0,11.0,7.0,5.0,6.0,12.0,48,34,0,1,0,0
5455,10385475,5,6,4,0,1,1,6.91,6,35.0,2.2,6.87,7,35.0,1.4,0.76,0.0,0.0,0.0,60.0,2.0,0.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,4.0,6.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,305.0,205.0,272.0,165.0,25.0,29.0,16.0,12.0,7.0,1.0,0.0,0.0,11.0,8.0,8.0,6.0,50.0,49.0,27.0,22.0,9.0,4.0,4.0,5.0,5.0,4.0,0.0,8.0,30,43,0,0,0,1
5471,10385470,2,13,5,1,13,1,6.98,4,41.0,1.4,6.91,9,32.0,0.8,0.89,1.13,0.0,0.0,39.0,3.0,4.0,4.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,7.0,8.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,168.0,278.0,131.0,239.0,24.0,37.0,13.0,19.0,12.0,8.0,4.0,1.0,11.0,5.0,8.0,3.0,59.0,56.0,21.0,14.0,7.0,4.0,4.0,6.0,2.0,2.0,15.0,13.0,39,44,0,0,2,2
