,Unnamed: 0,id,previousHomeWin,previousAwayWin,previousDraw,previousManagerHomeWin,previousManagerAwayWin,previousManagerDraw,homeAvgRating,homePosition,homePoint,homeForm,awayAvgRating,awayPosition,awayPoint,awayForm,homeExpectedGoal,awayExpectedGoal,homeExpectedAssist,awayExpectedAssist,homeBallPosession,homeShotOnTarget,awayShotOnTarget,homeShotOffTarget,awayShotOffTarget,homeBlockedShot,awayBlockedShot,homeCorner,awayCorner,homeOffside,awayOffside,homeYellowCard,awayYellowCard,homeRedCard,awayRedCard,homeFreekick,awayFreekick,homeThrowIn,awayThrowIn,homeGoalkick,awayGoalkick,homeBigChance,awayBigChance,homeBigChanceMissed,awayBigChanceMissed,homeHitWoodwork,awayHitWoodwork,homeCounterAttack,awayCounterAttack,homeCounterAttackShot,awayCounterAttackShot,homeCounterAttackGoal,awayCounterAttackGoal,homeShotInsideBox,awayShotInsideBox,homeGoalSave,awayGoalSave,homePass,awayPass,homeAccuratePass,awayAccuratePass,homeLongPass,awayLongPass,homeAccurateLongPass,awayAccurateLongPass,homeCross,awayCross,homeAccurateCross,awayAccurateCross,homeDribble,awwayDribble,homeSuccessfulDribble,awaySuccessfulDribble,homePossesionLost,awayPossesionLost,homeDuelWon,awayDuelWon,homeAerialWon,awayAerialWon,homeTackle,awayTackle,homeInterception,awayInterception,homeClearance,awayClearance,homeTeamId,awayTeamId,homeScorePeriod1,homeScoreCurrent,awayScorePeriod1,awayScoreCurrent
124,407,11352366,4,10,6,1,1,1,6.84,15,12.0,0.8,6.91,12,15.0,1.6,1.03,0.26,0.82,0.37,56.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,19.0,7.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,309.0,241.0,266.0,193.0,28.0,24.0,14.0,5.0,9.0,3.0,2.0,1.0,3.0,9.0,1.0,3.0,67.0,72.0,19.0,14.0,3.0,0.0,12.0,5.0,9.0,3.0,7.0,11.0,43,3,1,3,1,2
125,408,11352391,13,3,3,2,0,0,7.11,1,30.0,2.0,6.89,12,15.0,1.4,1.55,0.5,0.84,0.47,60.0,4.0,0.0,4.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,315.0,212.0,284.0,168.0,18.0,31.0,16.0,12.0,10.0,2.0,4.0,2.0,6.0,10.0,1.0,5.0,56.0,62.0,20.0,24.0,5.0,4.0,10.0,10.0,7.0,2.0,0.0,6.0,42,3,2,2,0,1
126,410,11352393,6,3,0,2,0,0,6.94,11,16.0,1.8,6.81,17,9.0,1.0,0.75,0.0,0.36,0.01,76.0,2.0,0.0,4.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,16.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,377.0,115.0,327.0,73.0,26.0,31.0,9.0,8.0,16.0,3.0,3.0,0.0,6.0,6.0,1.0,3.0,83.0,69.0,17.0,26.0,5.0,8.0,8.0,10.0,3.0,7.0,5.0,21.0,50,72,0,3,0,1
127,412,11352396,9,4,2,2,1,0,6.69,20,4.0,0.0,6.68,18,5.0,0.8,0.7,0.15,0.45,0.11,53.0,2.0,1.0,2.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,253.0,229.0,201.0,177.0,42.0,27.0,22.0,10.0,12.0,2.0,3.0,0.0,10.0,4.0,7.0,2.0,74.0,65.0,31.0,21.0,14.0,8.0,4.0,5.0,1.0,8.0,5.0,8.0,6,15,2,5,0,0
128,414,11352388,4,3,1,0,2,1,6.75,16,12.0,1.8,7.01,4,28.0,2.4,1.07,0.49,1.24,0.26,44.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,7.0,13.0,6.0,7.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,3.0,151.0,196.0,113.0,153.0,30.0,22.0,13.0,9.0,10.0,9.0,2.0,1.0,9.0,6.0,6.0,3.0,67.0,69.0,32.0,36.0,9.0,9.0,11.0,12.0,3.0,5.0,9.0,11.0,60,40,1,2,1,2
129,415,11352400,9,2,5,2,0,0,7.0,11,16.0,1.0,6.94,8,22.0,1.2,1.27,0.12,0.99,0.06,43.0,3.0,1.0,2.0,2.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,6.0,10.0,3.0,9.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,213.0,297.0,187.0,272.0,14.0,16.0,10.0,7.0,11.0,6.0,3.0,0.0,11.0,10.0,5.0,5.0,53.0,52.0,26.0,27.0,6.0,2.0,9.0,10.0,7.0,4.0,8.0,7.0,38,30,2,3,1,2
130,416,11352411,4,5,2,0,1,1,6.86,15,13.0,0.8,6.92,20,4.0,1.4,0.15,0.45,0.2,0.19,62.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,12.0,13.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,299.0,177.0,242.0,109.0,48.0,39.0,23.0,14.0,11.0,16.0,1.0,0.0,6.0,2.0,2.0,1.0,97.0,107.0,28.0,32.0,8.0,17.0,11.0,8.0,4.0,5.0,23.0,17.0,14,48,0,0,0,1
131,418,11352404,12,4,4,4,1,3,7.04,3,28.0,2.2,6.86,14,15.0,0.8,0.48,0.92,0.37,0.33,65.0,4.0,3.0,3.0,0.0,3.0,3.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,14.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,3.0,322.0,167.0,270.0,119.0,20.0,28.0,11.0,11.0,6.0,7.0,1.0,2.0,15.0,6.0,6.0,2.0,82.0,68.0,19.0,21.0,4.0,5.0,5.0,12.0,4.0,18.0,5.0,15.0,44,43,2,4,2,3
132,419,11352408,5,11,4,3,1,1,7.04,7,23.0,2.0,6.99,6,24.0,2.4,1.35,0.13,1.6,0.22,60.0,2.0,1.0,7.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,2.0,8.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,2.0,301.0,204.0,252.0,146.0,23.0,33.0,11.0,8.0,9.0,4.0,3.0,0.0,7.0,7.0,5.0,3.0,72.0,75.0,27.0,17.0,12.0,4.0,8.0,8.0,5.0,5.0,2.0,14.0,39,35,0,1,0,0
133,421,11352405,9,8,3,0,0,1,7.29,3,29.0,2.2,7.09,6,26.0,1.2,1.64,0.18,1.56,0.1,62.0,2.0,1.0,6.0,1.0,3.0,0.0,6.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,7.0,13.0,7.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,11.0,2.0,0.0,1.0,350.0,212.0,323.0,182.0,35.0,13.0,28.0,5.0,13.0,5.0,3.0,1.0,6.0,7.0,3.0,2.0,55.0,52.0,13.0,17.0,2.0,2.0,5.0,6.0,8.0,3.0,7.0,19.0,17,33,2,3,1,3
134,422,11352414,7,6,7,9,4,3,6.97,9,20.0,1.2,6.96,12,15.0,0.6,0.34,0.23,0.26,0.48,49.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,11.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,285.0,288.0,239.0,237.0,28.0,31.0,8.0,16.0,4.0,10.0,0.0,4.0,5.0,4.0,3.0,4.0,76.0,69.0,25.0,34.0,12.0,10.0,5.0,12.0,6.0,6.0,4.0,3.0,37,7,1,1,0,1
135,423,11352440,5,7,5,1,1,0,6.88,13,15.0,0.8,6.75,19,7.0,0.6,0.35,0.7,0.38,0.14,58.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,12.0,13.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,303.0,214.0,253.0,163.0,23.0,25.0,10.0,5.0,4.0,4.0,1.0,1.0,9.0,10.0,3.0,4.0,79.0,73.0,28.0,27.0,9.0,9.0,10.0,11.0,1.0,5.0,8.0,6.0,3,6,1,1,0,0
136,424,11352430,0,1,0,0,1,0,6.8,17,9.0,0.8,7.1,1,33.0,2.4,0.18,0.99,0.08,0.91,36.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,9.0,10.0,10.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,1.0,153.0,273.0,104.0,235.0,35.0,25.0,15.0,10.0,7.0,7.0,1.0,3.0,12.0,10.0,6.0,4.0,75.0,67.0,32.0,31.0,9.0,9.0,11.0,9.0,4.0,5.0,14.0,11.0,72,42,1,3,2,4
137,0,10385741,3,11,6,1,1,1,,0,,,,0,,,0.22,0.65,0.0,0.0,45.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,12.0,12.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,237.0,294.0,201.0,249.0,28.0,26.0,17.0,13.0,6.0,5.0,0.0,1.0,15.0,12.0,8.0,10.0,74.0,74.0,28.0,42.0,4.0,7.0,12.0,17.0,5.0,4.0,10.0,9.0,7,42,0,0,1,2
138,1,10385483,4,3,1,1,0,0,,0,,,,0,,,0.48,0.43,0.0,0.0,35.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,10.0,9.0,7.0,8.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,154.0,286.0,105.0,239.0,30.0,29.0,15.0,16.0,6.0,17.0,2.0,4.0,5.0,12.0,3.0,8.0,68.0,82.0,34.0,33.0,11.0,10.0,10.0,6.0,6.0,5.0,16.0,4.0,60,40,1,2,0,0
139,17,10385491,4,0,2,4,0,2,,0,,,,0,,,0.45,0.22,0.0,0.0,62.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,379.0,227.0,346.0,188.0,14.0,32.0,10.0,18.0,8.0,6.0,2.0,0.0,10.0,7.0,5.0,4.0,61.0,62.0,24.0,18.0,8.0,5.0,9.0,8.0,7.0,3.0,7.0,10.0,31,50,1,2,0,2
140,98,10385509,6,9,5,1,1,0,,0,,,,0,,,0.17,1.37,0.0,0.0,32.0,1.0,5.0,2.0,1.0,0.0,4.0,2.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,5.0,7.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,1.0,145.0,305.0,109.0,275.0,27.0,18.0,11.0,11.0,8.0,18.0,2.0,2.0,6.0,11.0,4.0,7.0,57.0,67.0,32.0,27.0,7.0,6.0,15.0,8.0,4.0,5.0,21.0,4.0,48,38,0,0,1,1
141,114,10385501,8,9,2,2,0,0,,0,,,,0,,,0.26,1.0,0.0,0.0,48.0,3.0,4.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,10.0,10.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,2.0,205.0,226.0,159.0,181.0,20.0,36.0,10.0,19.0,11.0,8.0,1.0,4.0,4.0,15.0,1.0,10.0,77.0,69.0,16.0,26.0,5.0,2.0,7.0,9.0,9.0,10.0,5.0,12.0,34,3,1,2,1,1
142,130,10385502,4,12,4,1,4,3,,0,,,,0,,,0.33,0.11,0.0,0.0,28.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,8.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,139.0,370.0,86.0,301.0,34.0,48.0,10.0,27.0,13.0,10.0,4.0,1.0,3.0,7.0,1.0,3.0,78.0,99.0,23.0,18.0,9.0,7.0,10.0,3.0,5.0,1.0,15.0,7.0,43,44,1,2,0,2
143,131,10385511,10,6,0,0,1,1,,0,,,,0,,,0.42,1.29,0.0,0.0,62.0,2.0,3.0,2.0,4.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,4.0,11.0,13.0,7.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,2.0,259.0,157.0,209.0,108.0,31.0,32.0,15.0,12.0,4.0,6.0,1.0,4.0,7.0,5.0,3.0,3.0,71.0,69.0,15.0,20.0,2.0,2.0,5.0,11.0,8.0,7.0,5.0,5.0,35,30,0,1,2,2
144,212,10385498,9,4,4,2,0,0,,0,,,,0,,,0.83,0.1,0.0,0.0,65.0,6.0,0.0,5.0,1.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,6.0,11.0,13.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,5.0,261.0,139.0,204.0,89.0,24.0,31.0,11.0,9.0,13.0,4.0,6.0,1.0,11.0,9.0,8.0,3.0,81.0,75.0,35.0,23.0,10.0,6.0,9.0,8.0,8.0,8.0,7.0,22.0,39,14,0,2,0,0
145,228,10385518,11,4,5,1,1,1,,0,,,,0,,,0.99,0.2,0.0,0.0,59.0,5.0,1.0,2.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,15.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,280.0,194.0,234.0,154.0,38.0,28.0,26.0,8.0,18.0,9.0,3.0,2.0,3.0,8.0,1.0,4.0,75.0,67.0,24.0,22.0,7.0,5.0,13.0,6.0,2.0,6.0,6.0,15.0,33,45,2,4,1,1
146,244,10385514,1,16,3,1,11,3,,0,,,,0,,,0.35,1.31,0.0,0.0,22.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,8.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,113.0,403.0,81.0,373.0,22.0,26.0,1.0,15.0,4.0,12.0,2.0,1.0,2.0,8.0,0.0,4.0,44.0,50.0,9.0,18.0,2.0,9.0,4.0,2.0,7.0,1.0,10.0,4.0,37,17,0,0,1,2
147,260,10385503,8,7,5,1,0,0,6.7,16,0.0,0.0,6.8,15,0.0,0.0,0.37,0.34,0.0,0.0,62.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,10.0,11.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,312.0,190.0,265.0,141.0,23.0,31.0,8.0,13.0,7.0,5.0,2.0,3.0,10.0,10.0,4.0,3.0,69.0,74.0,23.0,23.0,6.0,6.0,9.0,10.0,9.0,7.0,8.0,5.0,40,48,1,2,0,1
148,276,10385500,13,4,3,6,1,1,7.15,4,3.0,3.0,6.93,12,1.0,1.0,1.73,0.11,0.0,0.0,55.0,3.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,7.0,9.0,6.0,0.0,7.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,2.0,260.0,214.0,219.0,172.0,18.0,30.0,9.0,9.0,8.0,3.0,3.0,0.0,9.0,2.0,6.0,1.0,61.0,56.0,24.0,24.0,10.0,9.0,3.0,7.0,4.0,4.0,5.0,8.0,42,31,2,4,0,2
149,292,10385530,14,0,0,5,0,0,7.24,2,3.0,3.0,7.14,5,3.0,3.0,1.37,0.1,0.0,0.0,67.0,5.0,1.0,3.0,0.0,4.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,6.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,358.0,173.0,333.0,135.0,18.0,29.0,10.0,15.0,14.0,5.0,8.0,2.0,8.0,4.0,4.0,3.0,44.0,49.0,15.0,16.0,6.0,4.0,2.0,6.0,4.0,2.0,4.0,8.0,17,60,3,4,0,0
150,308,10385510,1,4,1,1,2,0,6.74,11,1.0,1.0,6.76,16,0.0,0.0,1.32,0.4,0.0,0.0,33.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,4.0,6.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,132.0,280.0,80.0,234.0,27.0,19.0,7.0,10.0,8.0,9.0,2.0,1.0,4.0,2.0,2.0,2.0,71.0,67.0,13.0,17.0,2.0,4.0,2.0,7.0,5.0,7.0,6.0,9.0,50,35,4,4,0,0
151,324,10385527,10,4,6,0,0,1,6.99,15,0.0,0.0,6.93,11,1.0,1.0,0.35,0.17,0.0,0.0,60.0,1.0,0.0,4.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,4.0,13.0,12.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,271.0,176.0,226.0,133.0,30.0,23.0,16.0,10.0,12.0,12.0,1.0,3.0,8.0,4.0,2.0,1.0,76.0,70.0,18.0,21.0,6.0,6.0,6.0,10.0,3.0,4.0,7.0,15.0,3,43,0,0,0,0
152,340,10385743,7,5,6,1,3,1,7.08,6,3.0,3.0,7.41,3,3.0,3.0,0.43,0.15,0.0,0.0,48.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,8.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,177.0,195.0,123.0,148.0,28.0,30.0,12.0,11.0,8.0,4.0,0.0,1.0,3.0,18.0,1.0,10.0,78.0,78.0,26.0,28.0,9.0,6.0,14.0,7.0,6.0,11.0,8.0,9.0,30,39,0,0,0,0
153,356,10385737,8,8,4,0,0,2,6.54,20,0.0,0.0,6.78,7,3.0,3.0,0.34,0.47,0.0,0.0,38.0,0.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,4.0,11.0,14.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,160.0,269.0,111.0,203.0,29.0,31.0,12.0,11.0,8.0,3.0,3.0,1.0,8.0,6.0,4.0,4.0,82.0,89.0,25.0,34.0,7.0,11.0,8.0,15.0,8.0,4.0,7.0,8.0,45,34,0,2,0,2
154,372,10385528,3,10,4,1,2,0,6.61,18,0.0,0.0,6.49,19,0.0,0.0,1.13,0.42,0.0,0.0,51.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,5.0,9.0,11.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,182.0,175.0,131.0,133.0,27.0,24.0,7.0,8.0,10.0,9.0,3.0,2.0,7.0,6.0,5.0,3.0,74.0,73.0,31.0,27.0,10.0,12.0,9.0,7.0,2.0,5.0,13.0,9.0,14,37,1,1,0,0
155,453,10385525,12,5,3,3,0,1,7.11,8,3.0,3.0,7.15,7,3.0,3.0,0.41,0.23,0.0,0.0,67.0,2.0,1.0,3.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,8.0,11.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,361.0,178.0,318.0,142.0,27.0,14.0,20.0,6.0,12.0,2.0,1.0,0.0,10.0,11.0,5.0,5.0,73.0,62.0,31.0,20.0,6.0,2.0,14.0,10.0,3.0,7.0,1.0,16.0,38,33,1,2,0,2
156,469,10385740,15,3,2,2,0,2,6.74,13,1.0,1.0,6.54,18,0.0,0.0,1.47,0.48,0.0,0.0,75.0,3.0,3.0,6.0,1.0,8.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,12.0,9.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,12.0,2.0,2.0,3.0,398.0,130.0,343.0,81.0,42.0,33.0,28.0,10.0,15.0,3.0,5.0,0.0,14.0,10.0,7.0,8.0,88.0,72.0,22.0,32.0,5.0,8.0,8.0,13.0,5.0,12.0,3.0,24.0,44,7,0,1,1,1
157,485,10385739,10,7,3,1,1,0,6.96,4,4.0,2.0,6.92,14,1.0,0.5,0.06,0.41,0.0,0.0,51.0,1.0,2.0,0.0,7.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,5.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,271.0,267.0,243.0,232.0,30.0,32.0,17.0,17.0,11.0,9.0,1.0,3.0,6.0,9.0,1.0,5.0,60.0,50.0,13.0,25.0,2.0,3.0,5.0,10.0,3.0,2.0,9.0,8.0,33,3,0,1,0,0
158,501,10385520,7,9,4,1,1,1,6.71,15,1.0,0.5,6.85,9,3.0,1.5,0.73,0.44,0.0,0.0,56.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,6.0,13.0,11.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,253.0,198.0,212.0,159.0,26.0,37.0,16.0,20.0,6.0,6.0,2.0,1.0,13.0,3.0,7.0,1.0,72.0,65.0,30.0,29.0,6.0,4.0,9.0,18.0,0.0,5.0,7.0,6.0,7,40,1,3,1,1
159,517,10385519,1,11,2,0,2,1,6.76,13,3.0,1.5,7.05,3,6.0,3.0,0.0,0.92,0.0,0.0,27.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,8.0,11.0,6.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,154.0,401.0,113.0,363.0,21.0,23.0,7.0,13.0,0.0,14.0,0.0,3.0,5.0,12.0,2.0,7.0,58.0,65.0,18.0,30.0,4.0,10.0,8.0,6.0,4.0,1.0,11.0,0.0,60,42,0,0,2,3
160,533,10385539,5,9,3,1,2,0,6.87,13,2.0,1.0,6.9,4,4.0,2.0,1.4,0.38,0.0,0.0,45.0,5.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0,16.0,17.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,3.0,166.0,208.0,127.0,163.0,21.0,38.0,9.0,16.0,10.0,4.0,4.0,1.0,2.0,5.0,2.0,2.0,70.0,71.0,17.0,24.0,6.0,10.0,8.0,8.0,5.0,2.0,6.0,4.0,43,50,2,3,1,2
161,549,10385543,5,10,5,1,1,0,6.8,7,4.0,2.0,7.02,8,4.0,2.0,1.34,0.47,0.0,0.0,41.0,5.0,1.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,8.0,9.0,11.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,3.0,173.0,252.0,123.0,196.0,21.0,35.0,5.0,19.0,6.0,7.0,2.0,1.0,11.0,13.0,6.0,5.0,68.0,86.0,31.0,32.0,5.0,12.0,15.0,7.0,9.0,9.0,9.0,3.0,34,38,2,3,0,0
162,630,10385537,5,4,2,0,0,2,6.75,18,0.0,0.0,6.81,10,3.0,1.5,0.34,0.36,0.0,0.0,47.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,11.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,217.0,244.0,175.0,191.0,35.0,32.0,13.0,10.0,8.0,9.0,1.0,1.0,13.0,7.0,5.0,4.0,73.0,77.0,19.0,27.0,4.0,7.0,5.0,14.0,6.0,2.0,10.0,9.0,48,14,0,1,0,1
